Timestamp,Event,Doctrine_Name,Doctrine_ID,Status
2025-10-21 00:49:48,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:49:48,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:49:48,SUMMARY,All,System,Count=2
2025-10-21 00:50:13,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:13,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:13,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:13,SUMMARY,All,System,Count=2
2025-10-21 00:50:13,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:13,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:13,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:13,SUMMARY,All,System,Count=2
2025-10-21 00:50:13,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:13,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:13,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:13,SUMMARY,All,System,Count=2
2025-10-21 00:50:13,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:13,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:13,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:13,SUMMARY,All,System,Count=2
2025-10-21 00:50:47,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:47,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:47,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:47,SUMMARY,All,System,Count=2
2025-10-21 00:50:47,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:47,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:47,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:47,SUMMARY,All,System,Count=2
2025-10-21 00:50:55,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:55,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:55,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:55,SUMMARY,All,System,Count=2
2025-10-21 00:50:55,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:55,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:55,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:55,SUMMARY,All,System,Count=2
2025-10-21 00:50:55,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:50:55,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:50:55,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:50:55,SUMMARY,All,System,Count=2
2025-10-21 00:51:51,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:51:51,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:51:51,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:51:51,SUMMARY,All,System,Count=2
2025-10-21 00:51:51,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:51:51,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:51:51,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:51:51,SUMMARY,All,System,Count=2
2025-10-21 00:51:51,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:51:51,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:51:51,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:51:51,SUMMARY,All,System,Count=2
2025-10-21 00:51:51,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:51:51,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:51:51,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:51:51,SUMMARY,All,System,Count=2
2025-10-21 00:51:51,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:51:51,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:51:51,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:51:51,SUMMARY,All,System,Count=2
2025-10-21 00:51:51,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:51:51,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:51:51,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:51:51,SUMMARY,All,System,Count=2
2025-10-21 00:52:37,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:52:37,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:52:37,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:52:37,SUMMARY,All,System,Count=2
2025-10-21 00:52:47,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:52:47,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:52:47,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:52:47,SUMMARY,All,System,Count=2
2025-10-21 00:53:05,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:53:05,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:53:05,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:53:05,SUMMARY,All,System,Count=2
2025-10-21 00:53:15,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:53:15,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:53:15,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:53:15,SUMMARY,All,System,Count=2
2025-10-21 00:53:25,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 00:53:25,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 00:53:25,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 00:53:25,SUMMARY,All,System,Count=2
2025-10-21 01:34:37,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 01:34:37,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 01:34:37,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 01:34:37,SUMMARY,All,System,Count=2
2025-10-21 01:35:01,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 01:35:01,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 01:35:01,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 01:35:01,SUMMARY,All,System,Count=2
2025-10-21 01:48:37,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 01:48:37,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 01:48:37,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 01:48:37,SUMMARY,All,System,Count=2
2025-10-21 02:07:41,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:07:41,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:07:41,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:07:41,LOAD,Unknown,Unknown,Success
2025-10-21 02:07:41,SUMMARY,All,System,Count=3
2025-10-21 02:24:12,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:24:12,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:24:12,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:24:12,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:24:12,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:24:12,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:24:12,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:24:12,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:24:12,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:24:12,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:24:12,SUMMARY,All,System,Count=9
2025-10-21 02:25:44,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:25:44,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:25:44,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:25:44,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:25:44,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:25:44,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:25:44,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:25:44,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:25:44,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:25:44,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:25:44,SUMMARY,All,System,Count=9
2025-10-21 02:26:08,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:26:08,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:26:08,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:26:08,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:26:08,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:26:08,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:26:08,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:26:08,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:26:08,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:26:08,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:26:08,SUMMARY,All,System,Count=9
2025-10-21 02:27:15,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:27:15,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:27:15,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:27:15,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:27:15,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:27:15,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:27:15,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:27:15,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:27:15,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:27:15,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:27:15,SUMMARY,All,System,Count=9
2025-10-21 02:28:43,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:28:43,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:28:43,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:28:43,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:28:43,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:28:43,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:28:43,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:28:43,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:28:43,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:28:43,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:28:43,SUMMARY,All,System,Count=9
2025-10-21 02:29:22,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:29:22,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:29:22,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:29:22,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:29:22,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:29:22,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:29:22,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:29:22,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:29:22,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:29:22,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:29:22,SUMMARY,All,System,Count=9
2025-10-21 02:30:25,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:30:25,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:30:25,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:30:25,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:30:25,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:30:25,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:30:25,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:30:25,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:30:25,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:30:25,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:30:25,SUMMARY,All,System,Count=9
2025-10-21 02:31:06,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:31:06,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:31:06,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:31:06,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:31:06,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:31:06,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:31:06,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:31:06,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:31:06,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:31:06,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:31:06,SUMMARY,All,System,Count=9
2025-10-21 02:31:46,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:31:46,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:31:46,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:31:46,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:31:46,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:31:46,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:31:46,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:31:46,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:31:46,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:31:46,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:31:46,SUMMARY,All,System,Count=9
2025-10-21 02:41:05,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 02:41:05,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 02:41:05,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 02:41:05,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 02:41:05,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 02:41:05,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 02:41:05,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 02:41:05,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 02:41:05,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 02:41:05,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 02:41:05,SUMMARY,All,System,Count=9
2025-10-21 03:29:27,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 03:29:27,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 03:29:27,LOAD_FAIL,Doctrine_Index.json,Unknown,Error: 'Doctrine_ID'
2025-10-21 03:29:27,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 03:29:27,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 03:29:27,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 03:29:27,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 03:29:27,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 03:29:27,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 03:29:27,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 03:29:27,SUMMARY,All,System,Count=9
2025-10-21 03:32:45,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 03:32:45,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 03:32:45,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 03:32:45,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 03:32:45,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 03:32:45,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 03:32:45,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 03:32:45,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 03:32:45,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 03:32:45,SUMMARY,All,System,Count=9
2025-10-21 03:33:39,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 03:33:39,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 03:33:39,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 03:33:39,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 03:33:39,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 03:33:39,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 03:33:39,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 03:33:39,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 03:33:39,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 03:33:39,SUMMARY,All,System,Count=9
2025-10-21 04:16:31,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 04:16:31,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 04:16:31,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 04:16:31,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 04:16:31,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 04:16:31,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 04:16:31,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 04:16:31,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 04:16:31,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 04:16:31,SUMMARY,All,System,Count=9
2025-10-21 04:16:31,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 04:16:31,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 04:16:31,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 04:16:31,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 04:16:31,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 04:16:31,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 04:16:31,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 04:16:31,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 04:16:31,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 04:16:31,SUMMARY,All,System,Count=9
2025-10-21 19:27:36,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 19:27:36,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 19:27:36,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 19:27:36,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 19:27:36,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 19:27:36,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 19:27:36,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 19:27:36,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 19:27:36,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 19:27:36,SUMMARY,All,System,Count=9
2025-10-21 20:19:24,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
2025-10-21 20:19:24,LOAD,Avengers_Plan_V13,TradeB_Avengers_V13,Success
2025-10-21 20:19:24,LOAD,FABIODOCTRINE,FABIODOCTRINE,Success
2025-10-21 20:19:24,LOAD,TRADERKANEDOCTRINE,TRADERKANEDOCTRINE,Success
2025-10-21 20:19:24,LOAD,MARCODOCTRINE,MARCODOCTRINE,Success
2025-10-21 20:19:24,LOAD,TRADERMAYNEDOCTRINE,TRADERMAYNEDOCTRINE,Success
2025-10-21 20:19:24,LOAD,TANJADOCTRINE,TANJADOCTRINE,Success
2025-10-21 20:19:24,LOAD,TGCAPITALDOCTRINE,TGCAPITALDOCTRINE,Success
2025-10-21 20:19:24,LOAD,UMARASHRAFDOCTRINE,UMARASHRAFDOCTRINE,Success
2025-10-21 20:19:24,SUMMARY,All,System,Count=9
2025-10-21 20:19:24,LOAD,Assassins_Plan_V13,TradeA_Assassins_V13,Success
